identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_0,images_3,images_4,images_5
45212,5604260313440,,PorSi,Toalhitas Bebé Basic,Embalagem de 72 unidades,0.9,0.9,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/856ACD070E028237EAE2C96F31396D77.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
46730,5054563049063,75.0,Parodontax,Dentífrico cuidado extra fresco,Embalagem de 75 ml,4.79,63.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C56C41AD87E833591F33AC729652E2B6.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
4683,5000116102112,280.0,Iglo green,10 douradinhos vegetais,Embalagem de 280g,1.99,7.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF300CAA0C70616DE6934C4966C13EB3.jpg,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
477,3010470159051,2000.0,Friskies,"Ração para gato adulto com coelho, frango e legumes",Embalagem de 2kg,6.74,3.37,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B3FF876EA273999E91E87B3A45EA82A.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
49463,8445290250322,600.0,Nestum,Flocos Cereais Mel,Embalagem de 600g,3.79,6.32,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F028579C623CFF4FC3FA9CCEB955938.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
50405,8445290489173,900.0,Cerelac,Papa Infantil + 6 meses,Embalagem de 900g,6.29,6.99,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AC49BEE482A5844CB7C28462BEA4C70C.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
5143,5601096201309,750.0,Casal Garcia,Vinho verde branco,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/056BD080A2D98C87EBA807C039694917.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
51947,8719200253087,200.0,Planta,"Planteiga com Sal Vegan, 200g",,1.49,7.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C8192B5C8DA466AD648BB6546E3F415.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
52357,5604260329946,820.0,PorSi,"Pão de Forma para Torradas, 820g",,1.59,1.94,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F766A2DCE875CF25DC4CA1EAA7B861E9.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
52882,8719200267923,1000.0,Planta,"Creme Vegetal de Barrar com Sabor a Manteiga, 1 kg",,4.99,4.99,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA359583CDC4B85860A9620A14431005.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
52897,8720181392917,1332.0,Comfort,"Amaciador Concentrado Essência Pure, 74 Doses",,3.49,2.62,1332,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
5818,5604260063765,1000.0,PorSi,Macedonia de legumes,Embalagem de 1 kg,1.89,1.89,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB7C912619E696B4A0C61F64E6787D35.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
5955,5604260267415,400.0,PorSi,Filetes de pescada,Embalagem de 400 g,3.99,9.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A49415F5A9AF5F035BB6E4A4FB48C012.jpg,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
5985,5604422145209,1000.0,Macieira,Brandy,Garrafa de 1 l,15.39,15.39,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B32E3266FD6067B7F44159A4FC61A7F0.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
7293,3141360050001,750.0,Calgon,"Anti-calcário para máquina de roupa, em gel",Garrafa de 750 ml,6.99,9.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CBAA20E2D0B47492F063F2C7CE6B7F2D.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão,  4 x 155 g",,1.99,3.21,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8DD28A0F1244F3320993F3917832E4F.jpg,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
8658,5601163101716,3000.0,Luso,Água sem gás,pack 6 x 0.5 l,2.59,0.86,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DE0FF5737733513F14135E2CA47ED18.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
9238,5603016000443,750.0,Adega de Pegões,Vinho rosé península de setúbal,Garrafa de 750 ml,1.59,2.12,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67EA33F6043EE7B3EC5A6D721A58D1E2.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
980,5601024134488,750.0,Oliveira da Serra,Azeite virgem extra clássico,Embalagem de 750 ml,8.19,10.92,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01EF39EFE8396CC9ACA95DC25E9D3412.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
9946,7622300654177,170.0,Triunfo,Bolachas digestive go aveia,Embalagem de 170g,1.49,8.76,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A892B3FDA3E33C2B1F68488502542539.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
10056,8410036800468,750.0,Freixenet,"Espumante cava bruto, reserva",Garrafa de 750 ml,7.99,10.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71005F461E53AA0E268F973931CDE2DB.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
10280,8410469002781,,Colhogar,Papel Higiénico Compacto Ultra Suave XXL,12 rolos,5.74,5.74,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30179BA84D6B6F4E974659F949EB4EB0.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
10823,2895063000000,250.0,Castelões,Queijo Curado kg,1 un = 250 gr  (aprox.),2.5,9.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75B6363D9B6BD363EA11623977BF1CB2.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
10827,2895084000000,250.0,Alavão,Queijo Curado Trad.Pimentão,Vendido ao peso a partir de 250 gr,2.25,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E6BAB74AB5F3DC05744A385414FF98D.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
1135,5601082022758,250.0,Delta,Café torrado lote chávena máquina,Embalagem de 250g,3.89,15.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD7C2612036EC6C8F8AE6969B5FDE5AD.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
11392,5410076960651,75.0,Oral B,Dentífrico Complete Elixir e Branqueador,Embalagem de 75 ml,2.24,29.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0FA37D23E4C3314DFC0B99006F5FE34.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
11471,5601029004076,120.0,Bom Petisco,Atum posta ao natural,Embalagem de 120 g,1.29,10.75,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3740C19A3967CA1D1D99F6625E0A4BA4.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
11578,5601151216101,330.0,Compal,Sumo essencial manga,pack 3 x 0.11 l,1.69,5.12,330,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CFC6FCFAA37A97D0995C628F731E02F.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
1187,5601119007963,120.0,Nobre,6 Salsichas de porco,Lata de 120g,1.09,9.08,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/120DC1535B1AFA150D13CE3A5CE70137.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
11974,5603722508752,200.0,Castelões,Queijo em fatias original,Embalagem de 200g,2.09,10.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FEB09D8F116F09205434B0A49717030.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
11982,5603802400020,750.0,Fiuza,Vinho branco tejo sauvignon,Garrafa de 750 ml,4.99,6.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/797D96AF75B4BD4EF0B0B0A63B1AB06E.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
12168,5604575110024,750.0,Cabriz,Vinho tinto doc dão,Garrafa de 0.75 l,3.89,5.19,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3374E31A2BF8230054ADB4C2C4F8376.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B79B99AC1459B8F6165E16A7A5B65E9E.jpg,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
12888,2892090000000,500.0,Fruta,Manga Avião,1 un=500 gr (aprox.),2.0,3.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F9334665091AF30C298FAAAC9CB308C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842EA0C904154D230A3A6F63A245D264.jpg,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
1304,5601151860755,410.0,Compal,Feijão frade,Lata de 410 ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/066688CD8BF0590497712193ADD4FE5F.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
13522,2893514000000,200.0,Peixaria,Choco Pequeno Congelado,1 un= 200 gr (aprox.),1.9,9.49,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37754AAC1A8B81BA5D21C470572981B5.jpg,,,Avantages !,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
13529,2893521000000,1000.0,Peixaria,Pescada do Chile Congelada Nº3,1 un= 1 kg (aprox.),8.99,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40D57D35BBDBDF72027C959F41A6E90C.jpg,,,Avantages !,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
13595,2893590000000,300.0,Peixaria,Pescada Pequena da Argentina Congelada,1 un= 1kg (aprox.),1.11,3.69,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55D0840C54B4509E0B02B8F93D8A0E14.jpg,,,Avantages !,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
13599,2893594000000,550.0,Peixaria,Red Fish Grande Congelado,1 un = 500 gr (aprox.),3.29,5.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3E98972B338DCF46BAA412A17BB9B0C.jpg,,,Avantages !,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
13977,2696106000000,,Pastelaria,Folhado de Maçã,1 unidade= 100 g,0.89,0.89,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2A4FBB809D0E7BB4A2D714065081A4C.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
14301,5000116105199,1130.0,Iglo,Ervilhas,"Embalagem de 1,125 kg",4.49,3.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/221C07C2BE6462BC315B0F95648ACC3A.jpg,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
14408,5601012004427,750.0,Trinca Bolotas,Vinho doc alentejo tinto,Garrafa de 0.75 l,4.99,6.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8D5D13DE743123565142F1E6733CF4.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
1458,5601286220783,500.0,Milaneza,Massa de cotovelos grossos,Embalagem de 500g,1.57,3.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3227F59B4850D93351548A67BD46CA40.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
1469,5601286251787,500.0,Milaneza,Massa de macarrão,Embalagem de 500g,1.57,3.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23F94F5EC15597A4AB9A1FC4C5526842.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
14711,5601286402332,180.0,Nacional,Bolacha alfa,Embalagem de 180g,1.07,5.94,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5276D08644D4F57D25BB338DF64F883B.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
15561,5601146703418,4950.0,Sagres,Cerveja c/ álcool,pack 15 x 0.33 l,11.95,2.41,4950,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20D6EA913780BD86D64E5DE3BCD42749.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
15808,5000116110001,300.0,Iglo,Lasanha bolonhesa,Embalagem de 300g,2.99,9.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/306F2CBAEED8270D4F8C890515324AE7.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
15879,5601164902282,3000.0,Super Bock,Cerveja Mini,Pack 15 x 0.20 L,6.99,2.33,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6A4FA8F12716114DD47B614825CAA6B.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
15962,5601252107056,250.0,Gallo,Azeite virgem extra clássico,Garrafa de 250 ml,3.19,12.76,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAFA94A66BB654B7BFA9F27383C3910F.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
16531,5607679016056,5000.0,Alto de Pias,Vinho maduro tinto,Garrafa de 5 l,6.49,1.3,5000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C999EB1FBA9E09141BC7B8A2B7D4F8DD.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
16567,5000116110070,750.0,Iglo,Esparregado de espinafres,Embalagem de 750g,3.49,4.65,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86D3F3D2313F56668D62EB7FF71C326B.jpg,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
16607,8712561521529,700.0,Cif,Creme abrasivo original,Garrafa de 700 ml,2.69,3.84,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30CCCA0B503F489882A8FCB31275E9C6.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
16642,5000116109982,700.0,Iglo,Favas,Embalagem de 700g,2.99,4.27,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76340C40D2F5FD6D0A355D8C739DF8C8.jpg,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
16706,5601260592608,67.0,Cigala,Noodles de Carne Banzai,Embalagem de 70g,1.09,16.27,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48D264BBA6C231F829A9294EFE385289.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
16939,7622210475411,171.0,Triunfo,Bolacha digestiva go canela,Embalagem de 170g,1.49,8.71,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C83726E993B61EE08F4E417A24AC0F22.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
1697,5603697270043,570.0,Koala,"Polpa de maracujá, em lata",Embalagem de 570g,3.19,5.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B71F71E2D5DDFC8C734708C6248AEC60.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
16983,8712100735455,540.0,Olá,Gelado cornetto morango,Embalagem de 6 x 90 ml,3.56,6.59,540,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4DE454FD5CA5C67863F06FFF45366E8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF03523E6B925BE3441B0A34A996CA2B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF03523E6B925BE3441B0A34A996CA2B.jpg,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
17149,8436048440393,120.0,Artiach,Bolacha infantil dinossaurus mini dino cereais,Embalagem de 120g,1.39,11.58,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49D75D0158B292C84E9F3C8C3B699590.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
17665,8712100745591,753.0,Calvé,Maionese XXL,Embalagem de 753 g,3.69,4.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69DD5C01FA6303DE3BD821864A539AC3.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
17897,8001480021440,700.0,Neoblanc,"Lixívia Spray Mousse, 700ml",,2.59,3.7,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D240E13A9CD399AA6872F4367C1BA10C.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
17899,8001480021464,700.0,Neoblanc,Lixívia WC Gel Higienizante,Embalagem de 700ml,1.39,1.99,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B4ACFB619D22D718EFA361071C65937.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
17969,8410104156695,,Air Wick,Recarga ambientador elétrico delícias de verão,Embalagem de 1 unidades,3.59,3.59,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89EB6F6E8C7C8305CF7EAE80C39CA640.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
17972,8410104017231,,Air Wick,Recarga ambientador elétrico rosa bouquet,Embalagem de 1 unidades,3.59,3.59,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8B202FFB9AFF7E2813DF45204F83EEC.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
18161,5601164884465,1320.0,Somersby,Sidra frutos vermelhos,pack 4 x 0.33 l,3.95,2.99,1320,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BAB502492C411014B4CF03144D1A8CCB.jpg,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
18426,3600541887817,400.0,Garnier,Champô Delicias de Aveia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E178A060EBA624F1168DFA6C596E4DF.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
18427,3600541743922,400.0,Garnier,Amaciador Tesouros de Mel,Embalagem de 400 ml,3.79,9.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4091EC57C459EFD1BDBC735001CDFEF.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
19009,8001900628051,750.0,Cavicchiol,Lambrusco branco,Garrafa de 750 ml,3.49,4.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C39CCB09DDB664C487EBA826981DD79.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
19558,5601252113583,500.0,Gallo,Vinagre balsâmico modena,Garrafa de 500 ml,3.19,6.38,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0D177D349712420705E74C1ECF332232.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
19586,8435257028057,720.0,Longa vida,"Iogurte aroma 0% tutti fruti/coco,  6 x 120 g",,2.29,3.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18D91A939DFD31509CD0E9DB0A5315E6.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
20031,5602947000058,750.0,Quinta da Pacheca,Vinho branco doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF4562BC60F0B3B22AC72FF5E3B14F02.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
20101,5601010131231,120.0,Ramirez,Atum em azeite,Embalagem de 120g,1.54,12.83,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C3AFEA545E0483E06B1434C41105979.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
20203,5604098001038,750.0,Tapada do Barão,Vinho branco regional alentejano,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3CDC4E39AC7D1EB7003758BB27EAF83A.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
20512,5601070000539,500.0,Cristal,"Vinagre de sidra, garrafa de 500 ml",,0.89,1.78,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D9C0ABCCB2F9B4978C4235B9D5FED76.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
20870,5600390418055,750.0,Castelo dos Mouros,Vinho regional alentejano branco,Garrafa de 750 ml,2.59,3.45,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E07B9EF91A831E1DEF613EDFD3BC8E82.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
20912,5601096227309,750.0,Aveleda,Vinho verde branco loureiro/alvarinho,Garrafa de 0.75 l,3.89,5.19,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/707ED1BFA4B2D0E5997500FE1B1FF531.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
21052,8435257034270,640.0,Nestlé,"Iogurte líquido yoggi, sem lactose, morango/banana,  4 x 160 g",,2.19,3.42,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93C63CDCCE271351E42C385AFD3AE69F.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
2204,5604260265060,800.0,PorSi,Posta pescada-do-cabo nº 5 para cozer,Embalagem de 800 g,4.95,6.19,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24CFB4479201683DCC7B4491B84AA98D.jpg,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
2247,5604260267446,320.0,PorSi,"Hamburguers de vaca, 4x80g",Embalagem de 320 g,2.49,7.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FA12F56FCCB02BD822538B5A4E99D58.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
2308,5604260271795,2000.0,PorSi,Refrigerante com gás cola,Garrafa de 2 l,1.35,0.68,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FAE084877CD5F49373EA9981F15AE891.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
24411,8410436297752,1300.0,Sonasol,"Lava tudo rosas e jasmim, 1,3l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46E3798C4C5509E4EFB8DA2E52D80035.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,2,,,,
